Streams,Title,Artists,URI,Artist URIs
['spotify:artist:46SHBwWsqBkxI7EeeBEQG7'],['Kodak Black'],703344005,Tunnel Vision,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4
['spotify:artist:64M6ah0SkkRsnPGtGiRAbb'],['Bebe Rexha'],702985246,I'm a Mess,spotify:track:04ZTP5KsCypmtCmQg5tH9R
['spotify:artist:4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],702945180,Amorfoda,spotify:track:68QcquxCS39cQGTsRrJWIR
['spotify:artist:0epOFNiUfyON9EYx7Tpr6V'],['The Strokes'],701866304,Last Nite,spotify:track:3SUusuA9jH1v6PVwtYMbdv
['spotify:artist:06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],701757546,"You're On Your Own, Kid",spotify:track:4D7BCuvgdJlYvlX5WlN54t
['spotify:artist:06HL4z0CvFAxyc27GXpf02'],['Taylor Swift'],701491954,You Belong With Me,spotify:track:1qrpoAMXodY6895hGKoUpA
['spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH'],['Billie Eilish'],700861906,CHIHIRO,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj
['spotify:artist:7iZtZyCzp3LItcw1wtPI3D'],['Rae Sremmurd'],700699233,Swang,spotify:track:6mapJIPnQ23RTAevUoE0DL
['spotify:artist:6XkjpgcEsYab502Vr1bBeW'],['Grupo Frontera'],700410038,NO SE VA,spotify:track:76kelNDs1ojicx1s6Urvck
['spotify:artist:1vfezMIyCr4XUdYRaKIKi3'],['Keyshia Cole'],700407821,Love,spotify:track:0W4NhJhcqKCqEP2GIpDCDq
"['spotify:artist:4MCBfE4596Uoi2O4DtmEMz', 'spotify:artist:4O15NlyKLIASxsJ0PrXPfz']","['Juice WRLD', 'Lil Uzi Vert']",700271965,Wasted,spotify:track:1a7WZZZH7LzyvorhpOJFTe
['spotify:artist:2wUjUUtkb5lvLKcGKsKqsR'],['Alessia Cara'],699819722,Here,spotify:track:5zUQZjVB6bfewBXWqsP9PY
"['spotify:artist:7CajNmpbOovFoOoasH2HaY', 'spotify:artist:4f9iBmdUOhQWeP7dcAn1pf']","['Calvin Harris', ""Rag'n'Bone Man""]",699496612,Giant,spotify:track:5itOtNx0WxtJmi1TQ3RuRd
['spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx'],['Selena Gomez'],699386082,Same Old Love,spotify:track:1BZG99C7Co1r6QUC3zaS59
['spotify:artist:6IFXsrXBpwbIqtOUOiAa3p'],['Rick Springfield'],699202518,Jessie's Girl,spotify:track:5RsUlxLto4NZbhJpqJbHfN
['spotify:artist:4W48hZAnAHVOC2c8WH8pcq'],['The Temper Trap'],699150303,Sweet Disposition,spotify:track:0fIDUXVyJ1JISqB4HP4D5H
['spotify:artist:4QTVePrFu1xuGM9K0kNXkk'],['Dexys Midnight Runners'],698691115,Come On Eileen,spotify:track:3MrWxJaD2AT0W9DjWF64Vm
['spotify:artist:5ypxebeHEIXjMtJb17uJlI'],['Jet'],698612775,Are You Gonna Be My Girl,spotify:track:72zZfHPYx43shcP3eKkYi5
['spotify:artist:1moxjboGR7GNWYIMWsRjgG'],['Florence + The Machine'],698097794,You've Got The Love,spotify:track:6u9RqxALwkjJ1ukB1y8vuP
['spotify:artist:00FQb4jTyendYWaN8pK0wa'],['Lana Del Rey'],697661630,Diet Mountain Dew,spotify:track:6BFnRhvKCclDQOajt8dBGi
"['spotify:artist:5IcR3N7QB1j6KBL8eImZ8m', 'spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg']","['ScHoolboy Q', 'Kendrick Lamar']",697147233,Collard Greens,spotify:track:0zO8ctW0UiuOefR87OeJOZ
['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],['Michael Jackson'],697108795,Thriller,spotify:track:2LlQb7Uoj1kKyGhlkBf9aC
['spotify:artist:07YUOmWljBTXwIseAUd9TW'],['Sebastian Yatra'],697052545,Traicionera,spotify:track:4Ft0391aLVNtCPPseh98lp
['spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL'],['Childish Gambino'],697034716,Me and Your Mama,spotify:track:0NkkbKSzQ50mAoSUbQpgLw
"['spotify:artist:0haZhu4fFKt0Ag94kZDiz2', 'spotify:artist:07YZf4WDAMNwqr4jfgOZ8y', 'spotify:artist:3EiLUeyEcA6fbRPSHkG5kb']","['Sofía Reyes', 'Jason Derulo', 'De La Ghetto']",696927673,"1, 2, 3",spotify:track:4QtiVmuA88tPQiCOHZuQ5b
"['spotify:artist:6TLwD7HPWuiOzvXEa3oCNe', 'spotify:artist:3t5xRXzsuZmMDkQzgOX35S']","['Oliver Tree', 'Robin Schulz']",696903672,Miss You,spotify:track:1ypwNj8eK2qAMDEs4EiIIX
['spotify:artist:3iOvXCl6edW5Um0fXEBRXy'],['The xx'],696746142,Intro,spotify:track:5VfEuwErhx6X4eaPbyBfyu
['spotify:artist:3e7awlrlDSwF3iM0WBjGMp'],['Little Mix'],696544672,Black Magic,spotify:track:6rmXhRIemCTPyMYZRDN7Qg
['spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY'],['Travis Scott'],696344103,YOSEMITE,spotify:track:7lAK3oHbfEnvUQWosrMMpR
"['spotify:artist:7DMveApC7UnC2NPfPvlHSU', 'spotify:artist:6S2OmqARrzebs0tKUEyXyp']","['Cheat Codes', 'Demi Lovato']",696129667,No Promises,spotify:track:5lNuqFVMca4vPupY10cH0J
"['spotify:artist:4xPQFgDA5M2xa0ZGo5iIsv', 'spotify:artist:5K4W6rqBFWDnAN6FQUkS6x', 'spotify:artist:7c0XG5cIJTrrAgEC3ULPiq']","['¥$', 'Kanye West', 'Ty Dolla $ign']",696087440,CARNIVAL,spotify:track:2McT2fkH0VDqPsbiB9HWPq
['spotify:artist:7jy3rLJdDQY21OgRLCZ9sD'],['Foo Fighters'],695813092,Best of You,spotify:track:5FZxsHWIvUsmSK1IAvm2pp
['spotify:artist:36jaGQtMj5UWD0eO1fCVdD'],['Joel Adams'],695534340,Please Don't Go,spotify:track:3cNjgVBKTJ1SvKhunrCdVy
"['spotify:artist:7qG3b048QCHVRO5Pv1T5lw', 'spotify:artist:3E6xrwgnVfYCrCs0ePERDz']","['Enrique Iglesias', 'Wisin']",695420276,DUELE EL CORAZON,spotify:track:6YZdkObH88npeKrrkb8Ggf
"['spotify:artist:6nS5roXSAGhTGr34W6n7Et', 'spotify:artist:14L5rpGTLVUz1pD8fUeJB1', 'spotify:artist:2NrprO4CludRmaWtpqud10']","['Disclosure', 'Eliza Doolittle', 'Rivo']",695120369,You & Me,spotify:track:0xoYZ45fgTfyQYREZPN7Sa
['spotify:artist:2xiIXseIJcq3nG7C8fHeBj'],['Three Days Grace'],695057146,Animal I Have Become,spotify:track:56sk7jBpZV0CD31G9hEU3b
['spotify:artist:2jSGzJw0ebJLu7OLVSOcBP'],['Plan B'],694344618,Candy,spotify:track:2ctjDCCg1wHoQSjIJ8p6U4
"['spotify:artist:4hKkEHkaqCsyxNxXEsszVH', 'spotify:artist:4BoRxUdrcgbbq1rxJvvhg9']","['John Travolta', 'Olivia Newton-John']",694200518,You're The One That I Want,spotify:track:0B9x2BRHqj3Qer7biM3pU3
['spotify:artist:0ZUvK7zGdXLd78mQr3t1Tw'],['Ricky Montgomery'],694185738,Line Without a Hook,spotify:track:5NvOZCjZaGGGL597exlQWv
['spotify:artist:6olE6TJLqED3rqDCT0FyPh'],['Nirvana'],694110867,Lithium,spotify:track:2YodwKJnbPyNKe8XXSE9V7
['spotify:artist:4IWBUUAFIplrNtaOHcJPRM'],['James Arthur'],693867754,Naked,spotify:track:2fmyrECK6bdfoGven0UMZx
['spotify:artist:61lyPtntblHJvA7FMMhi7E'],['Duke Dumont'],693785796,Ocean Drive,spotify:track:4b93D55xv3YCH5mT4p6HPn
"['spotify:artist:0iEtIxbK0KxaSlF7G42ZOp', 'spotify:artist:1URnnhqYAYcrqrcwql10ft']","['Metro Boomin', '21 Savage']",693276869,10 Freaky Girls,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ
['spotify:artist:0EmeFodog0BfCgMzAIvKQp'],['Shakira'],693268164,"Whenever, Wherever",spotify:track:2lnzGkdtDj5mtlcOW2yRtG
['spotify:artist:5pKCCKE2ajJHZ9KAiaK11H'],['Rihanna'],693234318,Rude Boy,spotify:track:60jzFy6Nn4M0iD1d94oteF
['spotify:artist:5cj0lLjcoR7YOSnhnX0Po5'],['Doja Cat'],693127593,Agora Hills,spotify:track:7dJYggqjKo71KI9sLzqCs8
['spotify:artist:6vWDO969PvNqNYHIOW5v0m'],['Beyoncé'],692956696,Love On Top,spotify:track:1z6WtY7X4HQJvzxC4UgkSf
['spotify:artist:4kYSro6naA4h99UJvo89HB'],['Cardi B'],692925805,Up,spotify:track:1M4OcYkxAtu3ErzSgDEfoi
['spotify:artist:3MZsBdqDrRTJihTHQrO6Dq'],['Joji'],692646380,Sanctuary,spotify:track:4VQH4VluDUOsOuDxccTeyN
['spotify:artist:1GmsPCcpKgF9OhlNXjOsbS'],['Lizzy McAlpine'],692392638,ceilings,spotify:track:2L9N0zZnd37dwF0clgxMGI
"['spotify:artist:1mcTU81TzQhprhouKaTkpq', 'spotify:artist:37230BxxYs9ksS7OkZw3IU']","['Rauw Alejandro', 'Chencho Corleone']",692378966,El Efecto,spotify:track:4SJHHpKhcuXwDsCsPqshXj
['spotify:artist:7guDJrEfX3qb6FEbdPA5qi'],['Stevie Wonder'],691922543,"Signed, Sealed, Delivered (I'm Yours)",spotify:track:0kzhMZZNmxiLG7qyJhVBHB
['spotify:artist:00FQb4jTyendYWaN8pK0wa'],['Lana Del Rey'],691890910,Radio,spotify:track:3QhfFRPkhPCR1RMJWV1gde
['spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH'],['Billie Eilish'],691814154,all the good girls go to hell,spotify:track:6IRdLKIyS4p7XNiP8r6rsx
['spotify:artist:250b0Wlc5Vk0CoUsaCY84M'],['JENNIE'],691557968,SOLO,spotify:track:2wVDWtLKXunswWecARNILj
['spotify:artist:07YZf4WDAMNwqr4jfgOZ8y'],['Jason Derulo'],691382911,Trumpets,spotify:track:5KONnBIQ9LqCxyeSPin26k
['spotify:artist:7nwUJBm0HE4ZxD3f5cy5ok'],['Aretha Franklin'],690974049,Respect,spotify:track:7s25THrKz86DM225dOYwnr
['spotify:artist:5Pwc4xIPtQLFEnJriah9YJ'],['OneRepublic'],690902414,Secrets,spotify:track:1NhPKVLsHhFUHIOZ32QnS2
['spotify:artist:5sWHDYs0csV6RS48xBl0tH'],['Two Feet'],690799051,Go Fuck Yourself,spotify:track:4NZrZgrRoR4GwR7flWOXRI
['spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ'],['Bon Iver'],690797394,Skinny Love,spotify:track:3B3eOgLJSqPEA0RfboIQVM
"['spotify:artist:1RyvyyTE3xzB2ZywiAwp0i', 'spotify:artist:0iEtIxbK0KxaSlF7G42ZOp', 'spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg']","['Future', 'Metro Boomin', 'Kendrick Lamar']",690596684,Like That,spotify:track:2tudvzsrR56uom6smgOcSf
"['spotify:artist:7gAppWoH7pcYmphCVTXkzs', 'spotify:artist:4YXycRbyyAE0wozTk7QMEq']","['The Vamps', 'Matoma']",690268541,All Night,spotify:track:0dXNQ8dckG4eYfEtq9zcva
['spotify:artist:2cBh5lVMg222FFuRU7EfDE'],['Sophie Ellis-Bextor'],689770583,Murder On The Dancefloor,spotify:track:4tKGFmENO69tZR9ahgZu48
"['spotify:artist:3vQ0GE3mI0dAaxIMYe5g7z', 'spotify:artist:1pQWsZQehhS4wavwh7Fnxd']","['Paulo Londra', 'Lenny Tavárez']",689494078,Nena Maldición,spotify:track:77dMSg2VHi2wwXjXNrmcrZ
"['spotify:artist:1ZwdS5xdxEREPySFridCfh', 'spotify:artist:5J32qSlWzKCdcL31B8wglv']","['2Pac', 'Big Syke']",689470753,All Eyez On Me,spotify:track:4VQNCzfZ3MdHEwwErNXpBo
['spotify:artist:4tZwfgrHOc3mvqYlEYSvVi'],['Daft Punk'],689127622,One More Time,spotify:track:0DiWol3AO6WpXZgp0goxAV
['spotify:artist:05fG473iIaoy82BF1aGhL8'],['Slipknot'],689044276,Psychosocial,spotify:track:3RAFcUBrCNaboRXoP3S5t1
['spotify:artist:5WUlDfRSoLAfcVSX1WnrxN'],['Sia'],688979256,The Greatest,spotify:track:6bLopGnirdrilrpdVB6Um1
"['spotify:artist:5mnS9jJdKQQcRSqFu5YPVe', 'spotify:artist:3xvaSlT4xsyk6lY1ESOspO']","[""Auli'i Cravalho"", 'Disney']",688808316,How Far I'll Go,spotify:track:6mb6lVLNrcUgLnEN8QnDJd
['spotify:artist:4xFUf1FHVy696Q1JQZMTRj'],['Carrie Underwood'],688783524,Before He Cheats,spotify:track:0ZUo4YjG4saFnEJhdWp9Bt
['spotify:artist:4VMYDCV2IEDYJArk749S6m'],['Daddy Yankee'],688445794,Dura,spotify:track:6KuqAtoeVzxAYOaMveLNpH
['spotify:artist:7FNnA9vBm6EKceENgCGRMb'],['Anitta'],688175682,Envolver,spotify:track:3IAfUEeaXRX9s9UdKOJrFI
['spotify:artist:4V8LLVI7PbaPR0K2TGSxFF'],"['Tyler, The Creator']",687481513,BEST INTEREST,spotify:track:3jHdKaLCkuNEkWcLVmQPCX
"['spotify:artist:7DMveApC7UnC2NPfPvlHSU', 'spotify:artist:4LcUpNlXFEleaLlelmkv2R']","['Cheat Codes', 'Kris Kross Amsterdam']",687282795,Sex,spotify:track:4CGGIk81BvfCZiscwFP6t0
"['spotify:artist:00me4Ke1LsvMxt5kydlMyU', 'spotify:artist:4q3ewBCX7sLwd24euuV69X']","['Cosculluela', 'Bad Bunny']",687271406,Madura,spotify:track:5n2XTRsYFlZwNBp06KAjDX
['spotify:artist:12Chz98pHFMPJEknJQMWvI'],['Muse'],687126306,Uprising,spotify:track:4VqPOruhp5EdPBeR92t6lQ
"['spotify:artist:7hJcb9fa4alzcOq3EaNPoG', 'spotify:artist:2RdwBSPQiwcmiDo9kixcl8']","['Snoop Dogg', 'Pharrell Williams']",686937028,Drop It Like It's Hot,spotify:track:2NBQmPrOEEjA8VbeWOQGxO
['spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq'],['One Direction'],686883523,You & I,spotify:track:2afCBiru10AFckfOa49wIa
['spotify:artist:6HvZYsbFfjnjFrWF950C9d'],['NewJeans'],686839375,Super Shy,spotify:track:5sdQOyqq2IDhvmx2lHOpwd
['spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6'],['Marc Anthony'],686774476,Vivir Mi Vida,spotify:track:3QHMxEOAGD51PDlbFPHLyJ
['spotify:artist:790FomKkXshlbRYZFtlgla'],['KAROL G'],686631696,MI EX TENÍA RAZÓN,spotify:track:54zcJnb3tp9c5OVKREZ1Is
"['spotify:artist:5fMUXHkw8R8eOP2RNVYEZX', 'spotify:artist:4oUHIQIBe0LHzYfvXNW4QM']","['Diplo', 'Morgan Wallen']",686442697,Heartless,spotify:track:3FU6urUVsgXa6RBuV2PdRk
"['spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai', 'spotify:artist:0jnsk9HBra6NMjO2oANoPY', 'spotify:artist:0hCNtLu0JehylgoiP8L4Gh']","['David Guetta', 'Flo Rida', 'Nicki Minaj']",686306110,Where Them Girls At,spotify:track:63rbP24OzfaQCJjsHWZXnY
['spotify:artist:5B6H1Dq77AV1LZWrbNsuH5'],['Jarabe De Palo'],686039817,La flaca,spotify:track:2LsbizbOeNa4x6qsi2jAMb
"['spotify:artist:07QEuhtrNmmZ0zEcqE9SF6', 'spotify:artist:6sFIWsNpZYqfjUpaCgueju']","['Owl City', 'Carly Rae Jepsen']",685797584,Good Time,spotify:track:1kPpge9JDLpcj15qgrPbYX
"['spotify:artist:6M2wZ9GZgrQXHCFfjv46we', 'spotify:artist:41MozSoPIsD1dJM0CLPjZF']","['Dua Lipa', 'BLACKPINK']",685451409,Kiss and Make Up,spotify:track:7jr3iPu4O4bTCVwLMbdU2i
['spotify:artist:7z2avKuuiMAT4XZJFv8Rvh'],['Tom Walker'],685301074,Leave a Light On,spotify:track:4iVVU8DyQvOVsKafv3KWIF
"['spotify:artist:246dkjvS1zLTtiykXe5h60', 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ']","['Post Malone', 'The Weeknd']",685050046,One Right Now,spotify:track:00Blm7zeNqgYLPtW6zg8cj
['spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL'],['Childish Gambino'],684488887,Les,spotify:track:7ghKr0pCYyPPyp7t1FH8k4
"['spotify:artist:32ogthv0BdaSMPml02X9YB', 'spotify:artist:7bPs6jf983f0bjRAt1yxDM']","['The Cinematic Orchestra', 'Patrick Watson']",684069345,To Build A Home,spotify:track:3AqPL1n1wKc5DVFFnYuJhp
"['spotify:artist:3TVXtAsR1Inumwj472S9r4', 'spotify:artist:5pKCCKE2ajJHZ9KAiaK11H']","['Drake', 'Rihanna']",684004892,Take Care,spotify:track:124NFj84ppZ5pAxTuVQYCQ
['spotify:artist:1LZEQNv7sE11VDY3SdxQeN'],['Bee Gees'],683750479,More Than A Woman,spotify:track:49OMJ1prsRA7ZYgrAjz70c
['spotify:artist:3q7HBObVc0L8jNeTe5Gofh'],['50 Cent'],683661678,Many Men (Wish Death),spotify:track:2I9foKseoFQh07p6sD2voE
"['spotify:artist:60d24wfXkVzDSfLS6hyCjZ', 'spotify:artist:3JhNCzhSMTxs9WLGJJxWOY', 'spotify:artist:4UXqAaa6dQYAk18Lv7PEgX']","['Martin Garrix', 'Macklemore', 'Fall Out Boy']",683596565,Summer Days,spotify:track:7Feaw9WAEREY0DUOSXJLOM
['spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM'],['Mac DeMarco'],683406288,Heart To Heart,spotify:track:7EAMXbLcL0qXmciM5SwMh2
['spotify:artist:1w5Kfo2jwwIPruYS2UWh56'],['Pearl Jam'],682615876,Even Flow,spotify:track:6QewNVIDKdSl8Y3ycuHIei
['spotify:artist:2HUwZ0kumzCSlhFcjFZfpp'],['Flipp Dinero'],682493784,Leave Me Alone,spotify:track:6V7g6qM8wheMivMWrzbPTM
['spotify:artist:6twIAGnYuIT1pncMAsXnEm'],['Commodores'],682444161,Easy,spotify:track:1JQ6Xm1JrvHfvAqhl5pwaA
"['spotify:artist:02kJSzxNuaWGqwubyUba0Z', 'spotify:artist:13ubrt8QOOCPljQ2FL1Kca', 'spotify:artist:4kYSro6naA4h99UJvo89HB']","['G-Eazy', 'A$AP Rocky', 'Cardi B']",682289358,No Limit,spotify:track:2DQ1ITjI0YoLFzuADN1ZBW
['spotify:artist:4lxfqrEsLX6N1N4OCSkILp'],['Phil Collins'],682034460,You Can't Hurry Love,spotify:track:4YwbSZaYeYja8Umyt222Qf
['spotify:artist:3Mcii5XWf6E0lrY3Uky4cA'],['Ice Cube'],682011300,You Know How We Do It,spotify:track:2Ih217RCGAmyQR68Nn7Cqo
"['spotify:artist:7tYKF4w9nC0nq9CsPZTHyP', 'spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY']","['SZA', 'Travis Scott']",681989496,Open Arms,spotify:track:6koKhrBBcExADvWuOgceNZ
['spotify:artist:7Js6Lde8thlIHXggv2SCBz'],['Europe'],681730198,The Final Countdown,spotify:track:3MrRksHupTVEQ7YbA0FsZK
['spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM'],['Mac DeMarco'],681494282,For the First Time,spotify:track:2R4AlwtrrkMaRKojcTIzmL
['spotify:artist:7nwUJBm0HE4ZxD3f5cy5ok'],['Aretha Franklin'],680689568,I Say a Little Prayer,spotify:track:3NfxSdJnVdon1axzloJgba
['spotify:artist:19eLuQmk9aCobbVDHc6eek'],['Louis Armstrong'],680684683,What A Wonderful World,spotify:track:29U7stRjqHU6rMiS8BfaI9
"['spotify:artist:64rxQRJsLgZwHHyWKB8fiF', 'spotify:artist:5ENS85nZShljwNgg4wFD7D']","['Eiffel 65', 'Gabry Ponte']",680618165,Blue (Da Ba Dee),spotify:track:4GewRLEiI4BDTQsoH8BRVV
['spotify:artist:1HY2Jd0NmPuamShAr6KMms'],['Lady Gaga'],680593876,Born This Way,spotify:track:6r2BECwMgEoRb5yLfp0Hca
"['spotify:artist:246dkjvS1zLTtiykXe5h60', 'spotify:artist:6ZLTlhejhndI4Rh53vYhrY', 'spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY']","['Post Malone', 'Ozzy Osbourne', 'Travis Scott']",680404508,Take What You Want,spotify:track:7CZyCXKG6d5ALeq41sLzbw
['spotify:artist:52iwsT98xCoGgiGntTiR7K'],['Quevedo'],680331043,PUNTO G,spotify:track:4WiQA1AGWHFvaxBU6bHghs
['spotify:artist:3Z02hBLubJxuFJfhacLSDc'],['Bryan Adams'],679746739,(Everything I Do) I Do It For You,spotify:track:6eBK3edMW7bEzecF1eCezc
"['spotify:artist:1mcTU81TzQhprhouKaTkpq', 'spotify:artist:28gNT5KBp7IjEOQoevXf9N']","['Rauw Alejandro', 'Camilo']",679645608,Tattoo,spotify:track:4G3PTss3mU33Tau7t4KbwE
['spotify:artist:6aZyMrc4doVtZyKNilOmwu'],['Colbie Caillat'],679528270,Bubbly,spotify:track:0rFOs9paloAvEtzwDX1Kmc
['spotify:artist:4VMYDCV2IEDYJArk749S6m'],['Daddy Yankee'],679064427,"Lo Que Pasó, Pasó",spotify:track:40a82F3K2UTbeoLlXXXZBd
"['spotify:artist:7vk5e3vY1uw9plTHJAMwjN', 'spotify:artist:4npEfmQ6YuiwW1GpUmaq3F']","['Alan Walker', 'Ava Max']",679013311,"Alone, Pt. II",spotify:track:28VbwtsYnj85UEODGpQRem
"['spotify:artist:4LLpKhyESsyAXpc4laK94U', 'spotify:artist:360IAlyVv4PCEVjgyMZrxK']","['Mac Miller', 'Miguel']",678697833,Weekend,spotify:track:6GnhWMhgJb7uyiiPEiEkDA
['spotify:artist:15UsOTVnJzReFVN1VCnxy4'],['XXXTENTACION'],678437648,I Don't Wanna Do This Anymore,spotify:track:5de9Ho64dovuQI8Uhn5gPD
['spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH'],['Billie Eilish'],678292031,No Time To Die,spotify:track:73SpzrcaHk0RQPFP73vqVR
['spotify:artist:3WGpXCj9YhhfX11TToZcXP'],['Troye Sivan'],678040777,YOUTH,spotify:track:1cOyWWUr3oXJIxY0AjJEx9
['spotify:artist:5zVu34ozw0BzXIcNHqkO0u'],['Liana Flores'],677683376,rises the moon,spotify:track:51Grh1RyUDcMBbpuyUIUHI
"['spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ', 'spotify:artist:5Pwc4xIPtQLFEnJriah9YJ']","['Timbaland', 'OneRepublic']",677469946,Apologize,spotify:track:6ucR4KfvsBFWCMVFDvyKKl
['spotify:artist:0ZUvK7zGdXLd78mQr3t1Tw'],['Ricky Montgomery'],677462353,Mr. Loverman,spotify:track:2IVsRhKrx8hlQBOWy4qebo
['spotify:artist:22bE4uQ6baNwSHPVcDxLCe'],['The Rolling Stones'],676401532,Gimme Shelter,spotify:track:6H3kDe7CGoWYBabAeVWGiD
['spotify:artist:7dIpKWlEeAljA20vFJ82RD'],['Roar'],675574594,I Can't Handle Change,spotify:track:37l31PrCNsg8baUjarNAi9
"['spotify:artist:4x1nvY2FN8jxqAFA0DA02H', 'spotify:artist:2s4tjL6W3qrblOe0raIzwJ']","['John Lennon', 'Yoko Ono']",675507051,Happy Xmas (War Is Over),spotify:track:27RYrbL6S02LNVhDWVl38b
['spotify:artist:0BmLNz4nSLfoWYW1cYsElL'],['Alexandra Stan'],675422959,Mr. Saxobeat,spotify:track:6HTprulGfeFVrLLvfi3t8a
['spotify:artist:0B3N0ZINFWvizfa8bKiz4v'],['James TW'],675403959,When You Love Someone,spotify:track:0TXNKTzawI6VgLoA9UauRp
"['spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY', 'spotify:artist:4dYQmk5ma04mZ1KJ9KkAQK']","['Travis Scott', 'Kacy Hill']",675318238,90210,spotify:track:51EC3I1nQXpec4gDk0mQyP
['spotify:artist:1pPmIToKXyGdsCF6LmqLmI'],['Rich The Kid'],674801173,Plug Walk,spotify:track:1ZAyjvIk9YiD76yYy0TEG6
"['spotify:artist:0TnOYISbd1XYRBk9myaseg', 'spotify:artist:3s73tswJycj6HTBNNN393z']","['Pitbull', 'John Ryan']",674631343,Fireball,spotify:track:4Y7XAxTANhu3lmnLAzhWJW
['spotify:artist:2NfSBtmWe7oPw1EmetJVso'],['Boza'],674316477,Hecha Pa' Mi,spotify:track:3VvA1wSxukMLsvXoXtlwWx
['spotify:artist:11p2E654TTU8e0nZWBR4AL'],['Mark Ambor'],674132375,Belong Together,spotify:track:0rtDE9zfXbamTlRUSwY7zy
674021781,Just A Lil Bit,['50 Cent'],spotify:track:4nva9EpKntUTs6CRSGBCn9,['spotify:artist:3q7HBObVc0L8jNeTe5Gofh']
673722271,Listen to the Music,['The Doobie Brothers'],spotify:track:7Ar4G7Ci11gpt6sfH9Cgz5,['spotify:artist:39T6qqI0jDtSWWioX8eGJz']
673449680,DNA,['BTS'],spotify:track:3uRLwBjI2TahxslcMTvpFs,['spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX']
673346814,Fin de Semana,"['Oscar Maydon', 'Junior H']",spotify:track:6TBzRwnX2oYd8aOrOuyK1p,"['spotify:artist:3l9G1G9MxH6DaRhwLklaf5', 'spotify:artist:7Gi6gjaWy3DxyilpF1a8Is']"
673308212,I Follow Rivers,"['Lykke Li', 'The Magician']",spotify:track:4Jv7lweGIUOFQ7Oq2AtAh9,"['spotify:artist:6oBm8HB0yfrIc9IHbxs6in', 'spotify:artist:4WUGQykLBGFfsl0Qjl6TDM']"
673067025,Stargazing,['Myles Smith'],spotify:track:3Vr3zh0r7ALn8VLqCiRR10,['spotify:artist:3bO19AOone0ubCsfDXDtYt']
672968233,Surround Sound,"['JID', '21 Savage', 'Baby Tate']",spotify:track:1udwFobQ1JoOdWPQrp2b6u,"['spotify:artist:6U3ybJ9UHNKEdsH7ktGBZ7', 'spotify:artist:1URnnhqYAYcrqrcwql10ft', 'spotify:artist:3IJ21966TwNZI24MwZHMu4']"
672954120,My Name Is,['Eminem'],spotify:track:75IN3CtuZwTHTnZvYM4qnJ,['spotify:artist:7dGJo4pcD2V6oG8kP0tJRR']
672924422,Gold,['Kiiara'],spotify:track:7yNX3ZFBWZoR52pbeU4Mcl,['spotify:artist:4u5smJBskI6Adzv08PuiUP']
672572150,Can We Kiss Forever?,"['Kina', 'Adriana Proenza']",spotify:track:58wyJLv6yH1La9NIZPl3ne,"['spotify:artist:4qIVPF0s71ZYW3qzhu5GkF', 'spotify:artist:7KHA7OOevgTDFhlym0oEyP']"
672490529,Sunday Morning,['Maroon 5'],spotify:track:5qII2n90lVdPDcgXEEVHNy,['spotify:artist:04gDigrS5kc9YWfZHwBETP']
672254944,"Oh, Pretty Woman",['Roy Orbison'],spotify:track:48i055G1OT5KxGGftwFxWy,['spotify:artist:0JDkhL4rjiPNEp92jAgJnS']
672216858,Love Myself,['Hailee Steinfeld'],spotify:track:36phXHOKx8rO7CMp2vNX4x,['spotify:artist:5p7f24Rk5HkUZsaS3BLG5F']
671454914,You Can Call Me Al,['Paul Simon'],spotify:track:0qxYx4F3vm1AOnfux6dDxP,['spotify:artist:2CvCyf1gEVhI0mX6aFXmVI']
671134808,Superstition,['Stevie Wonder'],spotify:track:1h2xVEoJORqrg71HocgqXd,['spotify:artist:7guDJrEfX3qb6FEbdPA5qi']
